step,total_reward,format,verdict,mutation_type,mutation_point,provenance,source_reliability,hallucination_penalty,brier_penalty,missing_fields,missing_keys,partial_credit,parse_error,completion_preview
1323,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_doc_id"": 0008,   ""mutation_type"": ""full_res"
1324,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 8,   ""distorted_doc_id"": ""DOC-0007"",   ""mutation_type"": ""o"
1325,0.21,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""addition"",   ""mutation_doc_id"": ""DO"
1326,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1327,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1328,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1329,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 1,   ""mutation"": ""A mutation that increased disease risk b"
1330,0.01,-0.05,,,,,,,,1.0,{'confidence'},0.11,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""in"
1331,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""material_omissions"",   ""mutation_do"
1332,-0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 4,   ""mutation_doc_id"": ""DOC-0006"",   ""mutation_type"": ""om"
1333,0.21,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""di"
1334,0.06,-0.05,,,,,,,,1.0,{'confidence'},0.16,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""om"
1335,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1336,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_point"": null,   ""mutation_type"": null,   ""mut"
1337,0.9717,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0008,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1338,0.5925,0.05,0.0,0.18,0.18,0.18,0.0825,-0.0,-0.08,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC-"
1339,-0.01,-0.05,,,,,,,,1.0,"{'mutation_type', 'confidence'}",0.09,,"{   ""mutation_point"": 1,   ""mutation_details"": ""A mutation that increased diseas"
1340,-0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 1,   ""mutation_type"": ""increase"",   ""mutation_doc_id"": ""DO"
1341,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude"",   ""mutation_doc_id"": ""D"
1342,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1343,0.01,-0.05,,,,,,,,1.0,{'confidence'},0.11,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""fa"
1344,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1345,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""complete distortion"",   ""mutation_d"
1346,0.3482,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": 3,   ""mutation_type"": ""omission"",   ""mutation_point"": ""40"
1347,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1348,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""in"
1349,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""Di"
1350,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""co"
1351,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""completely fabricated number"",   ""m"
1352,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1353,0.01,-0.05,,,,,,,,1.0,{'confidence'},0.11,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""Te"
1354,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_type"": ""KRAS G12C"",   ""mutation_point"": 2,   ""mutation_doc_name"": "
1355,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1356,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1357,0.7925,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1358,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_type"": ""distorted"",   ""mutation_doc_id"": ""D"
1359,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": 1,   ""mutation_type"": ""om"
1360,-0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0007"",   ""mutation_point"": ""Doc 2"",   ""mutation_type"
1361,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1362,0.39,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""om"
1363,0.33,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 6,   ""mutation_doc_id"": ""DOC-6AAA"",   ""mutation_type"": ""om"
1364,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 6,   ""mutation_doc_id"": ""DOC-0004"",   ""mutation_type"": ""om"
1365,0.24,0.05,0.0,0.18,0.09,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0002"",   ""mutation_point"": ""spaced"",   ""mutation_typ"
1366,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""om"
1367,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""co"
1368,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1369,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1370,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""in"
1371,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""confidence"": 1.0,   ""mutation_point"": ""DOC-2B54"",   ""m"
1372,0.21,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""ex"
1373,0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 1,   ""mutation_doc_id"": ""DOC-0003"",   ""distorted_figures"":"
1374,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""co"
1375,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""completerment"",   ""mutation_doc_id"""
1376,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""comprehensive"",   ""mutation_doc_id"""
1377,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1378,0.21,0.05,0.0,0.18,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0006"",   ""mutation_point"": 3,   ""mutation_type"": ""om"
1379,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1380,0.15,0.05,0.0,0.18,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0005"",   ""mutation_point"": 48,   ""mutation_type"": ""o"
1381,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{""verdict"": ""true"", ""mutationPoint"": ""DOC-8ED0"", ""mutationType"": null, ""mutation"
1382,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1383,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1384,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1385,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1386,0.15,0.05,0.0,0.18,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 2,   ""mutation_doc_id"": ""DOC-0006"",   ""mutation_type"": ""om"
1387,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1388,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""scope"": ""reg"
1389,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": ""transistor density of 90"
1390,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""distorted"",   ""mutation_doc_id"": ""D"
1391,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_type', 'confidence'}",0.02,,"{   ""mutation_doc_id"": ""DOC-0002"",   ""mutation_point"": ""The central bank raised "
1392,0.3,0.05,0.0,0.18,0.09,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0005"",   ""mutation_type"": ""omission"",   ""mutation_po"
1393,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1394,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": ""5% increase"",   ""mutatio"
1395,0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-36B8"",   ""mutation_point"": ""end of report"",   ""mutat"
1396,0.06,-0.05,,,,,,,,1.0,{'confidence'},0.16,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_point"": ""The researchers demonstr"
1397,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""figure distortion"",   ""mutation_doc"
1398,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 4,   ""mutation_type"": ""omission"",   ""doc_id"": ""DOC-4E9E"", "
1399,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1400,0.21,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""OMITTED_CONTEXT"",   ""muta"
1401,0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1402,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_sc"
1403,0.12,0.05,0.0,0.0,0.09,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_type"": ""omitted_value"",   ""mutation_doc_id"": ""DOC-0002"",   ""mutati"
1404,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""verdict"": ""false"",   ""mutation_point"": ""DOC-D802"",   ""mutation_type"": ""omis"
1405,0.39,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1406,0.7925,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1407,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1408,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1409,0.3,0.05,0.0,0.18,0.09,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1410,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1411,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""confidence"": 1.0,   ""provenance_chain"": [     ""DOC-574"
1412,0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": ""7bca779f"",   ""mutation_type"": ""omission"",   ""mutation_doc"
1413,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""completely fabricated figure"",   ""s"
1414,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1415,0.15,0.05,0.0,0.18,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0007"",   ""mutation_type"": ""omission"",   ""mutation_po"
1416,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1417,0.01,-0.05,,,,,,,,1.0,{'confidence'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_negative"",   ""mutation_doc_"
1418,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1419,0.15,0.05,0.0,0.18,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": 3, "
1420,-0.04,-0.05,,,,,,,,1.0,{'confidence'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1421,0.3,0.05,0.0,0.18,0.09,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1422,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mut_doc_id"": ""DOC-0004"",   ""mutation_type"": ""omission"",   ""mutation_point"":"
1423,0.33,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1424,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1425,0.39,0.05,0.0,0.18,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1426,0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-7C84"",   ""mutation_type"": ""omission"",   ""mutation_po"
1427,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1428,0.21,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1429,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1430,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1431,0.01,-0.05,,,,,,,,1.0,{'mutation_type'},0.11,,"{""verdict"": ""false"", ""mutation_doc_id"": ""DOC-0003"", ""provenance_chain"": [""DOC-00"
1432,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1433,0.21,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": ""doc-0003"",   ""mutation_type"": ""change_in_composition"",   "
1434,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1435,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1436,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{""verdict"": ""true"", ""mutation_point"": ""DOC-0001"", ""mutation_type"": ""none"", ""conf"
1437,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1438,-0.03,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 700,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": """
1439,0.35,0.05,0.3,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-C613"",   ""mutation_type"": ""omission"",   ""mutation_po"
1440,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1441,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1442,0.9725,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1443,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1444,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 4,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1445,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1446,0.53,0.05,0.3,0.18,0.0,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1447,0.15,0.05,0.0,0.18,0.0,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_doc_id"": ""DOC-0007"",   ""mutation_point"": ""6"",   ""mutation_type"": """
1448,0.51,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""addition"",   ""mutation_doc_id"": ""DO"
1449,0.5282,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1450,0.5282,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted digit"",   ""mutation_doc_id"""
1451,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""verdict"": ""true"",   ""confidence"": 1.0,   ""mutation_point"": ""DOC-F2BC"",   ""m"
1452,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1453,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1454,0.5282,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""completely altered figure"",   ""muta"
1455,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""verdict"": ""true"",   ""mutation_point"": null,   ""mutation_type"": ""none"",   ""c"
1456,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omitted-word"",   ""mutatio"
1457,0.53,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1458,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""mutation_doc_id"":"
1459,0.15,0.05,0.0,0.0,0.18,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_type"": ""completely虚假"",   ""mutation_doc_id"": ""DOC-0003"",   ""scope"":"
1460,0.51,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omitted_scope"",   ""mutati"
1461,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1462,0.51,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1463,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1464,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DO"
1465,0.7082,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0018,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1466,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""verdict"": ""true"",   ""confidence"": 1.00,   ""mutation_point"": ""DOC-6753"",   """
1467,0.51,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_po"
1468,0.51,0.05,0.3,0.0,0.18,0.0,0.0,-0.0,-0.02,,,,,"{   ""mutation_doc_id"": ""DOC-0003"",   ""mutation_type"": ""omitted figure"",   ""mutat"
